item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Coffee Mug,,RETAIL,3,45,45,,,
Coffee Vodka,Mix,LIQUOR,1,8,8,,,
Coke,,BEVERAGES,411,1180.9,1191.9,180.84,1000.06,1011.06
Compari,Mix,LIQUOR,1,8.46,9.5,1.38,7.08,8.12
Crab Cake Sandwich,,FOOD,285,5376.73,5422.5,,,
Crab Cakes,,BANQUETS,25,450,450,,,
Cranberry Juice,,BEVERAGES,32,99.2,99.2,,,
Cranberry Quinoa Salad,,FOOD,280,4699.33,4948.5,,,
Creme Brulee,,FOOD,172,1351.47,1376,,,
Crown Royal,Mix,LIQUOR,19,176.64,180.5,37.24,139.4,143.26
Crown Royal,Manhattan,LIQUOR,5,70.88,80,20,50.88,60
Crown Royal,DBL,LIQUOR,5,60,60,12.6,47.4,47.4
Crown Royal,RX,LIQUOR,2,30,30,6.66,23.34,23.34
Cuervo,Shot,LIQUOR,4,30,30,,,
Cuervo,Mix,LIQUOR,6,53.84,59.5,,,
Cuervo,RX,LIQUOR,2,25,26,,,
Daiquiri,,LIQUOR,4,23,32,,,
Dbl Espresso,,BEVERAGES,19,85.5,85.5,14.44,71.06,71.06
Decaf Cappucino,,BEVERAGES,24,150,150,11.52,138.48,138.48
Decaf Coffee,,BEVERAGES,156,480.13,483.6,18.72,461.41,464.88
Decaf Tea,,BEVERAGES,10,24.75,25,1.1,23.65,23.9
Dft 2SP,,DFT BEER,48,259.22,291,,,
Dft Black & Tan,,DFT BEER,1,5,5,0.89,4.11,4.11
Dft Bohemian Gold,,DFT BEER,198,1254.65,1299.5,,,
Dft Guinness,,DFT BEER,165,1269.31,1320,,,
Dft Hoff,,DFT BEER,95,676.19,712.5,,,
Dft Lancaster,,DFT BEER,63,432.42,441,,,
Dft Lil' Shandy,,DFT BEER,379,2819.97,3032,248,2571.97,2784
Dft Perpetual,,DFT BEER,435,3038.33,3263.5,,,
Dft Stella,,DFT BEER,596,2611.43,3874,,,
Dft Ultra,,DFT BEER,198,738.49,792,198,540.49,594
Dft Yuengling,,DFT BEER,423,1709.57,2328.5,,,
Diet Coke,,BEVERAGES,477,1375.21,1383.3,209.88,1165.33,1173.42
Double Cappucino,,BEVERAGES,2,12,12,0.9,11.1,11.1
Eggplant Parmigiana,,FOOD,98,1713.06,1755,,,
Eggrolls,Full,BANQUETS,2,170.98,180,,,
Espolon,Shot,LIQUOR,9,80,81,,,
Espolon,DBL,LIQUOR,3,24,36,,,
Espolon,Mix,LIQUOR,7,68.51,76,,,
Espolon,RX,LIQUOR,2,30,32,,,
Espresso,,BEVERAGES,15,59.75,60,5.7,54.05,54.3
Extra Person Charge,,HOTEL ROOMS,7,175,175,,,
Fajita Salad,,FOOD,218,4499.9,4567,,,
Fajitas,,FOOD,140,3279.82,3369.5,,,
Fall Harvest Salad,,FOOD,96,1637.65,1728,,,
Featured Wine,,GLASS WINE,3,30,30,,,
Fish Sticks,,FOOD,21,188.32,190,,,
Frangelico,DBL,LIQUOR,2,19,19,3.8,15.2,15.2
Frangelico,RX,LIQUOR,1,11,11,2.4,8.6,8.6
French Dip,,FOOD,344,6441.59,6544,,,
French Fries,,FOOD,1091,2026.63,2069,,,
French Onion Soup,,FOOD,396,3142.45,3168,,,
Fruit Platter,,BANQUETS,4,139.92,180,,,
Fuzzy Navel,,LIQUOR,1,7,7,,,
Garden Salad,Full,BANQUETS,1,35.99,40,,,
Gift Card,,GIFT CARD,38,1798,2114,,,
Gift Card $100,,GIFT CARD,18,1800,1800,,,
Gift Card $25,,GIFT CARD,5,125,125,,,
Gift Card $50,,GIFT CARD,25,1200,1250,,,
Ginger Beer,,BEVERAGES,2,5.8,5.8,,,
Gingerale,,BEVERAGES,107,302.64,310.3,51.36,251.28,258.94
Glenlivet 12,RX,LIQUOR,1,32,32,,,
Glenlivet 12,DBL,LIQUOR,5,99,100,,,
Gls  Ca'del Pinot Grigio,6 oz.,GLASS WINE,187,1590.52,1683,,,
Gls  Ca'del Pinot Grigio,9 oz.,GLASS WINE,213,2646.58,2769,,,
Gls Brut,,GLASS WINE,44,566.02,572,,,
Gls Cathedral Sav Blanc,6 oz.,GLASS WINE,102,1093.71,1122,,,
Gls Cathedral Sav Blanc,9 oz.,GLASS WINE,129,2030.59,2064,,,
Gls Collier Cab,9 oz.,GLASS WINE,142,1794.91,1846,,,
Gls Collier Cab,6 oz.,GLASS WINE,91,779.13,823,,,
Gls Collier Chard,6 oz.,GLASS WINE,132,1140.99,1190,,,
Gls Collier Chard,9 oz.,GLASS WINE,146,1858.21,1898,,,
Gls Daou Cab,6 oz.,GLASS WINE,18,228.78,234,,,
Gls Daou Cab,9 oz.,GLASS WINE,32,563.36,576,,,
Gls Dows Port,,GLASS WINE,3,30,30,,,
Gls Grahams,,GLASS WINE,2,11,12,,,
Gls Meritage,9 oz.,GLASS WINE,16,290.87,304,,,
Gls Meritage,6 oz.,GLASS WINE,6,69,84,,,
Gls Merlot,9 oz.,GLASS WINE,37,618.16,629,,,
Gls Merlot,6 oz.,GLASS WINE,42,490.72,504,,,
Gls Muir Wood Chard,6 oz.,GLASS WINE,37,441.83,444,,,
Gls Muir Wood Chard,9 oz.,GLASS WINE,73,1210.12,1241,,,
Gls Pessimist,6 oz.,GLASS WINE,26,308,312,,,
Gls Pessimist,9 oz.,GLASS WINE,29,516.1,522,,,
Gls Pinot Noir,6 oz.,GLASS WINE,63,656.69,693,,,
Gls Pinot Noir,9 oz.,GLASS WINE,84,1325,1344,,,
Gls Reisling,9 oz.,GLASS WINE,34,502.48,510,,,
Gls Reisling,6 oz.,GLASS WINE,57,559.38,572,,,
Gls White Zinfandel,6 oz.,GLASS WINE,37,285.51,296,,,
Gls White Zinfandel,9 oz.,GLASS WINE,26,285,286,,,
Grand Marnier,DBL,LIQUOR,5,52.5,52.5,,,
Grand Marnier,RX,LIQUOR,2,23,24,,,
Grape Vodka,RX,LIQUOR,2,18,18,,,
Grapefruit Juice,,BEVERAGES,9,27.9,27.9,,,
Grey Goose,Mix,LIQUOR,30,313.59,318,,,
Grey Goose,DBL,LIQUOR,14,181,182,,,
Grey Goose,Martini,LIQUOR,86,1324.23,1348,,,
Grey Goose,RX,LIQUOR,5,71.5,72.5,,,
Hennessey,DBL,LIQUOR,3,32,33,,,
Historic Room,,HOTEL ROOMS,36,5040,5040,,,
Hoegarden,,BTL BEER,4,28,28,,,
Honey Mustard Chicken Wrap,,FOOD,225,3352.89,3397,,,
Hoodie,,RETAIL,2,80,80,,,
Hot Chocolate,,BEVERAGES,4,13,13,,,
Hot Tea,,BEVERAGES,82,203,205,16.4,186.6,188.6
House Salad,,FOOD,31,421.23,451,,,
Hummus Platter,,BANQUETS,2,69.25,80,,,
IET Room,,HOTEL ROOMS,8,800,800,,,
Ice Cream,,FOOD,49,292.01,294,,,
Irish Coffee,,LIQUOR,25,197,200,,,
JW Black,RX,LIQUOR,5,95,95,,,
JW Black,Mix,LIQUOR,3,39,39,,,
Jack Daniels,Shot,LIQUOR,30,13,197,25.5,-12.5,171.5
Jack Daniels,Mix,LIQUOR,58,416.35,435,91.06,325.29,343.94
Jack Daniels,DBL,LIQUOR,49,344.2,416.5,93.1,251.1,323.4
Jack Daniels,RX,LIQUOR,14,149.36,154,35.7,113.66,118.3
Jack Fire,DBL,LIQUOR,2,20,20,4.44,15.56,15.56
Jack Fire,Shot,LIQUOR,1,7,7,0.96,6.04,6.04
Jack Fire,RX,LIQUOR,1,14,14,2.88,11.12,11.12
Jaeger Schnitzel,,FOOD,308,6774.46,6804,,,
Jagermeister,Shot,LIQUOR,9,54,54,,,
Jameson,Shot,LIQUOR,23,92.08,184,29.44,62.64,154.56
Jameson,RX,LIQUOR,15,223,225,57.6,165.4,167.4
Jameson,Mix,LIQUOR,16,149,160,35.52,113.48,124.48
Jameson,DBL,LIQUOR,10,115,120,28.6,86.4,91.4
Jameson,Manhattan,LIQUOR,1,16,16,4.68,11.32,11.32
Jim Beam Black,Manhattan,LIQUOR,4,59,60,,,
Jim Beam Black,RX,LIQUOR,3,24,36,,,
Jim Beam Black,Shot,LIQUOR,9,24,72,,,
Jim Beam Black,Mix,LIQUOR,5,40.5,42.5,,,
Jim Beam Black,DBL,LIQUOR,2,20,20,,,
Jumbo Lump Crab Cakes,,FOOD,134,5023.26,5092,,,
Jumbo Sea Scallops,,FOOD,358,4840.55,6444,,,
Kahlua,Mix,LIQUOR,3,20.56,21,,,
Kahlua & Cream,,LIQUOR,1,8,8,,,
Ketel One,Martini,LIQUOR,82,1248.28,1270,,,
Ketel One,Mix,LIQUOR,37,344.52,352.5,,,
Ketel One,DBL,LIQUOR,9,99.96,103.5,,,
Ketel One,RX,LIQUOR,3,41,42,,,
Ketel One,Shot,LIQUOR,2,18,18,,,
Key Lime,,LIQUOR,293,3155.2,3223,,,
Key Lime Pie,,FOOD,5,38.75,40,,,
Kids Beef Sliders,,FOOD,67,551.78,608.5,,,
Kids Brunch,,FOOD,81,1147,1147,,,
Kids Chicken Fingers,,FOOD,160,1369.74,1441,,,
Kids Grilled Cheese,,FOOD,60,527.27,540,,,
Kids Ice Cream,,FOOD,33,131.38,132,,,
Kids Pasta,,FOOD,99,861.1,904,,,
Kids Pizza,,FOOD,43,381.89,387.5,,,
Knob Creek,RX,LIQUOR,7,105,105,,,
Knob Creek,Manhattan,LIQUOR,12,197.87,204,,,
Knob Rye,Manhattan,LIQUOR,2,42,42,9.08,32.92,32.92
Krieghoff Room,,HOTEL ROOMS,8,800,800,,,
Lemon Crumb,,FOOD,119,916.51,952,,,
Lemonade,,BEVERAGES,159,459.5,461.1,76.32,383.18,384.78
Lentil Curry,,FOOD,98,1659,1751,,,
Lettuce Wraps,,FOOD,324,3928.26,4536,,,
Linguine & Clams,,FOOD,75,2515.86,2550,,,
Loaded Fries,,FOOD,3,15,15,,,
Lobster Roll,,FOOD,283,6709.12,6800.5,,,
Long Island Ice Tea,,LIQUOR,47,452.65,517,,,
Magnum Bottle,,BANQUETS,1,48.44,55,,,
Makers Mark,Manhattan,LIQUOR,25,410.9,425,,,
Makers Mark,Mix,LIQUOR,8,75.75,80,,,
Makers Mark,RX,LIQUOR,60,890.69,900,,,
Makers Mark,DBL,LIQUOR,7,81.58,84,,,
Makers Mark,Shot,LIQUOR,3,8,24,,,
Mango Vodka,Martini,LIQUOR,1,10,10,,,
Mango Vodka,RX,LIQUOR,1,9,9,,,
Mango Vodka,Mix,LIQUOR,1,8,8,,,
Meat & Cheese Platter,,BANQUETS,3,181.58,210,,,
Meatloaf,,FOOD,228,3564.33,3648.5,,,
Meatloaf Family Platter,,FOOD,2,90,90,,,
Meyers Dark,Mix,LIQUOR,1,6.5,6.5,,,
Milk,,BEVERAGES,11,34.85,35.75,5.5,29.35,30.25
Mimosa,,GLASS WINE,60,284.2,330,,,
Mimosa Jug,,BANQUETS,9,509.85,675,,,
Mint Julep,,,12,94.82,96,,,
Mozzarella Eggrolls,,FOOD,295,3223.04,3541,,,
Mudslide,,LIQUOR,1,7,7,,,
Mug Club Domestic,,DFT BEER,230,683,747,,,
Mug Club Import / Craft,,DFT BEER,173,852,901,,,
New York Steak Salad,,FOOD,197,4095.78,4185.5,,,
New York Strip Steak,,FOOD,204,6421.29,6507,,,
Nocello,DBL,LIQUOR,2,20,20,,,
OPEN Food Expo,,FOOD,31,6957.84,7162.6,,,
OPEN Liquor,,LIQUOR,11,90.7,117.01,,,
OPEN Wine,,GLASS WINE,1,28,28,,,
Old Grandad,Mix,LIQUOR,9,45,67.5,14.13,30.87,53.37
Old Grandad,RX,LIQUOR,2,22,22,5.1,16.9,16.9
Onion Petals,,FOOD,68,390.05,401,,,
Open Food Fry,,FOOD,10,47.55,53.25,,,
Open Food Oven,,FOOD,5,129,129,,,
Open Food Pantry,,FOOD,11,61,61,,,
Open Food Sautee,,FOOD,7,92,92,,,
Open Hotel,,HOTEL ROOMS,23,10017.26,10017.26,,,
Orange Juice,,BEVERAGES,107,330.48,331.7,,,
Orange Vodka,Martini,LIQUOR,7,64,75,,,
Orange Vodka,Mix,LIQUOR,5,35,35,,,
PI T-Shirt,,RETAIL,3,45,45,,,
Party Deposit,,CATERING DEPOSIT,28,4918.49,5068,,,
Patron,Mix,LIQUOR,61,923.54,991,,,
Patron,DBL,LIQUOR,3,53.46,60,,,
Patron,RX,LIQUOR,4,83,92,,,
Patron,Shot,LIQUOR,14,182,182,,,
Peach Schnapps,Mix,LIQUOR,10,57,60,,,
Peach Schnapps,Shot,LIQUOR,2,11,11,,,
Peach Schnapps,DBL,LIQUOR,2,13,14,,,
Peanut Butter Mart,,LIQUOR,5,50,50,,,
Peanut Butter Pie,,FOOD,51,387.68,408,,,
Pecan Pie,,FOOD,142,1128.68,1136,,,
Pelligrino,,BEVERAGES,37,129.09,129.5,,,
Petite Filet,,FOOD,284,8530.62,8605,,,
Pina Colada,,LIQUOR,6,47.5,48.5,,,
Pineapple Juice,,BEVERAGES,5,15.5,15.5,,,
Pizza Bread,,FOOD,26,157.5,182,,,
Pomegranate Vodka,Martini,LIQUOR,3,28,30,,,
Portobello Burger,,FOOD,120,1814.22,1866,,,
Premium Long Island,,LIQUOR,4,60,60,,,
Prepetual,,BTL BEER,12,79,84,,,
Pretzels,,FOOD,407,4397.64,4888,,,
Prime Pork Chop,,FOOD,130,3849.32,3901,,,
Prosecco,,GLASS WINE,50,640.7,650,,,
Raspberry Lemon Mart,,LIQUOR,7,53,56,,,
Raspberry Tea,,BEVERAGES,144,414.95,417.6,69.12,345.83,348.48
Raspberry Vodka,Mix,LIQUOR,3,21,21,,,
Raspberry Vodka,Martini,LIQUOR,2,22,22,,,
Ricotta Crab Fritters,,FOOD,314,4219.65,5025,,,
Roast Pork,Full,BANQUETS,1,120,120,,,
Roasted Potatoes,Full,BANQUETS,1,90,90,,,
Roasted Vegetable,Half,BANQUETS,1,35,35,,,
Room Charge,,BANQUETS,3,389.1,450,,,
Rootbeer,,BEVERAGES,77,221.29,223.3,36.96,184.33,186.34
Rum Runner,,LIQUOR,6,40,48,,,
Rumple Minze,Shot,LIQUOR,1,0,6,,,
Rusty Nail,,LIQUOR,1,8,8,,,
SP Cheese & Soup,,FOOD,245,5666.89,5767,,,
SP Mac & Cheese,,FOOD,178,4737.61,4766,,,
SP Prime Rib,,FOOD,185,2816.07,2896.5,,,
SP Salad,,FOOD,159,6017.62,6099.5,,,
SP Shrimp Alfredo,,FOOD,194,3909.14,3983.5,,,
SP Sprouts,,FOOD,275,5474.78,5607.5,,,
SP Wrap,,FOOD,202,3422.14,3506,,,
Sambuca,DBL,LIQUOR,4,29,30,,,
Sambuca,Shot,LIQUOR,1,7,7,,,
Sangria Jug,,BANQUETS,6,407.88,510,,,
Sauza,Mix,LIQUOR,80,543.64,569,,,
Sauza,DBL,LIQUOR,1,8,9,,,
Sauza,Shot,LIQUOR,1,6,6,,,
Seagrams 7,Mix,LIQUOR,7,49,49,7.14,41.86,41.86
Seagrams 7,Shot,LIQUOR,1,6,6,0.48,5.52,5.52
Seagrams 7,DBL,LIQUOR,1,8,8,1.26,6.74,6.74
Seagrams VO,Manhattan,LIQUOR,12,122.58,126,29.28,93.3,96.72
Seagrams VO,Mix,LIQUOR,13,76,84.5,16.38,59.62,68.12
Seagrams VO,RX,LIQUOR,1,10,10,1.92,8.08,8.08
Sex on the Beach,,LIQUOR,1,7,7,,,
Shirley Temple,,BEVERAGES,72,251.25,252,34.56,216.69,217.44
Shrimp & Grits,,FOOD,121,2870.38,2910.5,,,
Shrimp Cocktail Platter,,BANQUETS,1,43.97,65,,,
Shrimp Kabobs,,FOOD,203,3596.65,3654,,,
Side Applesauce,,FOOD,43,31.79,33,,,
Side Baked Pot,,FOOD,30,86.83,90,,,
Side Broccoli,,FOOD,28,89.25,96,,,
Side Caesar Salad,,FOOD,243,1511.98,1546,,,
Side Chips,,,12,57.45,60,,,
Side Garden Salad,,FOOD,301,1463.47,1485,,,
Side Garlic Bread,,FOOD,8,32.5,40,,,
Side Loaded Pot,,FOOD,3,12.5,15,,,
Side Mash,,,15,82,82,,,
Side Pasta,,,1,8,8,,,
Side Rice,,,11,48.4,56,,,
Side Slaw,,FOOD,15,58.05,60,,,
Side Spinach,,FOOD,27,85,85,,,
Side Veg,,FOOD,339,64.07,76,,,
Single Room Suite,,HOTEL ROOMS,20,3600,3600,,,
Skrewball,Shot,LIQUOR,8,60,60,,,
Skrewball,DBL,LIQUOR,4,28.5,38,,,
Skrewball,RX,LIQUOR,1,12,12,,,
Sliders,,FOOD,340,3750.16,4770.5,,,
Sorbet in Cup,,FOOD,5,35,35,,,
Soup Du Jour,Cup,FOOD,221,1308.54,1326,,,
Soup Du Jour,Bowl,FOOD,70,481.19,490,,,
South Of The Border,,,1,10,10,,,
Southern Comfort,Manhattan,LIQUOR,5,57.7,60,,,
Southern Comfort,Mix,LIQUOR,3,20,21,,,
Southern Comfort,RX,LIQUOR,4,34.73,40,,,
Specialty Ice Cream,,FOOD,36,251.14,252,,,
Sprite,,BEVERAGES,114,327.77,330.6,50.16,277.61,280.44
Steak & Cake,,FOOD,27,1284.94,1296.5,,,
Steak Frites,,FOOD,182,4055.97,4208,,,
Steak Tacos,,FOOD,270,2990.86,3510,,,
Stella BTL,,BTL BEER,33,219.28,231,,,
Strawberry Sour,,LIQUOR,67,933.6,938,,,
Street Corn Flat Bread,,FOOD,205,2298.32,2870,,,
Sub Caesar 1st,,FOOD,5,0,0,,,
Sub House 1st,,FOOD,12,0,0,,,
Surf & Turf,,FOOD,5,260,260,,,
Sweet & Spicy Chicken,,FOOD,391,3760.9,5083,,,
Sweet Fries,,FOOD,445,1244.13,1264,,,
Sweet Tea Vodka,Mix,LIQUOR,2,7.68,16,,,
Tanqueray,Mix,LIQUOR,125,1139.82,1198.5,,,
