item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Cherry Vodka,Martini,LIQUOR,3,28,30,,,
Cherry Vodka,DBL,LIQUOR,3,24.75,24.75,,,
Cherry Vodka,Mix,LIQUOR,5,35,35,,,
Chicken Baltimore,,FOOD,5,114.82,120,,,
Chicken Burger,,FOOD,96,1260.31,1507.75,,,
Chicken Cutlet Club,,FOOD,58,793.77,816,,,
Chicken Finger,,FOOD,36,295,360,,,
Chicken Fingers,Full,BANQUETS,1,68,80,,,
Chicken Marsala,,FOOD,12,192.65,217,,,
Chicken Parm Family Platter,,FOOD,14,630,630,,,
Chicken Parmesan Sandwich,,FOOD,10,126,140,,,
Chicken Parmigiana,,FOOD,422,7809.39,8014,,,
Chicken Pot Pie,,FOOD,333,5237.37,5328,,,
Chicken Salad Pita,,FOOD,294,4333.1,4419.5,,,
Chimichurri Steak Salad,,FOOD,285,4470.78,4604,,,
Chocolate Milk,,BEVERAGES,24,72.67,84,13.2,59.47,70.8
Chocolate Vodka,Martini,LIQUOR,2,22,22,,,
Christain Bros,Martini,LIQUOR,2,16,17,,,
Christain Bros,RX,LIQUOR,1,8,8,,,
Christain Bros,Mix,LIQUOR,2,12,12,,,
Club Soda,,BEVERAGES,119,234.53,238,17.85,216.68,220.15
Coconut Rum,Mix,LIQUOR,78,373.12,546,,,
Coconut Rum,DBL,LIQUOR,4,30,33,,,
Coffee,,BEVERAGES,404,1178.01,1212,60.6,1117.41,1151.4
Coffee Mug,,RETAIL,2,30,30,,,
Coffee Vodka,Martini,LIQUOR,1,12,12,,,
Coke,,BEVERAGES,456,1297.82,1322.4,200.64,1097.18,1121.76
Compari,Mix,LIQUOR,3,18,28.5,4.14,13.86,24.36
Conklin Tickets,,RETAIL,1,20,20,,,
Crab Cake Sandwich,,FOOD,296,5419.16,5631,,,
Crab Cakes,,BANQUETS,25,447,447,,,
Cranberry Juice,,BEVERAGES,27,82.02,83.7,,,
Cranberry Quinoa Salad,,FOOD,260,4496.86,4615,,,
Creme Brulee,,FOOD,183,1422.72,1464,,,
Crown Royal,Mix,LIQUOR,18,166,171,35.28,130.72,135.72
Crown Royal,Manhattan,LIQUOR,8,120.52,128,32,88.52,96
Crown Royal,DBL,LIQUOR,6,72,72,15.12,56.88,56.88
Crown Royal,RX,LIQUOR,3,44,45,9.99,34.01,35.01
Cuervo,Mix,LIQUOR,7,49.14,69.75,,,
Daiquiri,,LIQUOR,4,31.2,32,,,
Dbl Espresso,,BEVERAGES,10,45,45,7.6,37.4,37.4
Decaf Cappucino,,BEVERAGES,13,81.25,81.25,6.24,75.01,75.01
Decaf Coffee,,BEVERAGES,130,394.87,403,15.6,379.27,387.4
Decaf Espresso,,BEVERAGES,1,4.5,4.5,0.42,4.08,4.08
Decaf Tea,,BEVERAGES,12,29.64,30,1.32,28.32,28.68
Dessert Du Jour,,,3,16.72,24,,,
Dft 2SP,,DFT BEER,98,565.16,610,,,
Dft Black & Tan,,DFT BEER,2,10,10,1.78,8.22,8.22
Dft Bohemian Gold,,DFT BEER,311,1961.28,2124.75,,,
Dft Guinness,,DFT BEER,131,1015.17,1048,,,
Dft Hoff,,DFT BEER,172,1221.55,1283,,,
Dft Lancaster,,DFT BEER,194,1193.27,1263,,,
Dft Lil' Shandy,,DFT BEER,221,1542.79,1636.5,,,
Dft Perpetual,,DFT BEER,333,2380.85,2532.5,,,
Dft Stella,,DFT BEER,691,3369.01,4492.5,,,
Dft Ultra,,DFT BEER,149,624.79,684.5,149,475.79,535.5
Dft Yuengling,,DFT BEER,431,1836.27,2373.5,,,
Diet Coke,,BEVERAGES,428,1221.13,1241.2,188.32,1032.81,1052.88
Eggplant Parmigiana,,FOOD,99,1770.5,1805,,,
Espolon,DBL,LIQUOR,2,24,24,,,
Espolon,Mix,LIQUOR,10,107.61,112,,,
Espolon,RX,LIQUOR,1,16,16,,,
Espresso,,BEVERAGES,11,43.6,44,4.18,39.42,39.82
Extra Person Charge,,HOTEL ROOMS,2,50,50,,,
FREE Draft,,DFT BEER,127,0,0,,,
Fajita Salad,,FOOD,201,3878.95,3971,,,
Fajitas,,FOOD,139,3245.02,3348,,,
Fall Harvest Salad,,FOOD,80,1385.45,1440,,,
Featured Wine,,GLASS WINE,1,10,10,,,
Fish Sticks,,FOOD,16,142.93,144,,,
Frangelico,RX,LIQUOR,1,11,11,2.4,8.6,8.6
French Dip,,FOOD,334,6261.2,6356,,,
French Fries,,FOOD,1105,2003.56,2081,,,
French Onion Soup,,FOOD,373,2919.03,2984,,,
Fruit Platter,,BANQUETS,1,45.73,50,,,
Fruit Platter,,BANQUETS,2,80.47,90,,,
Gift Card,,GIFT CARD,46,2497.15,3391.5,,,
Gift Card $10,,GIFT CARD,2,20,20,,,
Gift Card $100,,GIFT CARD,23,2200,2300,,,
Gift Card $25,,GIFT CARD,8,200,200,,,
Gift Card $50,,GIFT CARD,35,1675,1775,,,
Ginger Beer,,BEVERAGES,4,11.26,11.6,,,
Gingerale,,BEVERAGES,85,241.39,246.5,40.8,200.59,205.7
Glenlivet 12,RX,LIQUOR,8,256,256,,,
Glenlivet 12,DBL,LIQUOR,1,20,20,,,
Gls  Ca'del Pinot Grigio,6 oz.,GLASS WINE,194,1640.74,1750,,,
Gls  Ca'del Pinot Grigio,9 oz.,GLASS WINE,188,2379.12,2444,,,
Gls Brut,,GLASS WINE,68,853.46,884,,,
Gls Cathedral Sav Blanc,6 oz.,GLASS WINE,135,1411.35,1485,,,
Gls Cathedral Sav Blanc,9 oz.,GLASS WINE,160,2524.13,2560,,,
Gls Collier Cab,9 oz.,GLASS WINE,133,1689.69,1729,,,
Gls Collier Cab,6 oz.,GLASS WINE,82,635.8,744,,,
Gls Collier Chard,6 oz.,GLASS WINE,141,1213.26,1269,,,
Gls Collier Chard,9 oz.,GLASS WINE,182,2316.94,2366,,,
Gls Daou Cab,9 oz.,GLASS WINE,49,865.17,882,,,
Gls Daou Cab,6 oz.,GLASS WINE,20,253.41,260,,,
Gls Dows Port,,GLASS WINE,2,20,20,,,
Gls Grahams,,GLASS WINE,3,18,18,,,
Gls Lamarco Prosecco,,GLASS WINE,2,24,24,,,
Gls Meritage,9 oz.,GLASS WINE,21,379.08,399,,,
Gls Meritage,6 oz.,GLASS WINE,2,27,28,,,
Gls Merlot,6 oz.,GLASS WINE,41,481.63,492,,,
Gls Merlot,9 oz.,GLASS WINE,47,778.56,799,,,
Gls Muir Wood Chard,9 oz.,GLASS WINE,62,1019.23,1054,,,
Gls Muir Wood Chard,6 oz.,GLASS WINE,33,380.93,396,,,
Gls Pessimist,6 oz.,GLASS WINE,33,393,396,,,
Gls Pessimist,9 oz.,GLASS WINE,26,459.29,468,,,
Gls Pinot Noir,9 oz.,GLASS WINE,84,1329.63,1344,,,
Gls Pinot Noir,6 oz.,GLASS WINE,74,756.67,816,,,
Gls Reisling,6 oz.,GLASS WINE,67,651.7,670,,,
Gls Reisling,9 oz.,GLASS WINE,34,502.5,510,,,
Gls White Zinfandel,6 oz.,GLASS WINE,42,314.48,336,,,
Gls White Zinfandel,9 oz.,GLASS WINE,11,119,121,,,
Grand Marnier,DBL,LIQUOR,2,18.84,21,,,
Grand Marnier,Mix,LIQUOR,2,18,18,,,
Grapefruit Juice,,BEVERAGES,1,3.1,3.1,,,
Grey Goose,Martini,LIQUOR,118,1756.01,1819,,,
Grey Goose,RX,LIQUOR,9,126.48,130.5,,,
Grey Goose,Mix,LIQUOR,32,333.54,347,,,
Grey Goose,Shot,LIQUOR,11,107,110,,,
Grey Goose,DBL,LIQUOR,5,65,65,,,
Historic Room,,HOTEL ROOMS,50,6790,7000,,,
Hoegarden,,BTL BEER,1,6.42,7,,,
Honey Mustard Chicken Wrap,,FOOD,296,4294.19,4461,,,
Hoodie,,RETAIL,1,40,40,,,
Hot Chocolate,,BEVERAGES,2,6.5,6.5,,,
Hot Tea,,BEVERAGES,73,179.37,182.5,14.6,164.77,167.9
House Salad,,FOOD,22,335.24,353,,,
Hummus Platter,,BANQUETS,1,30.7,40,,,
Ice Cream,,FOOD,38,216.92,228,,,
Irish Coffee,,LIQUOR,36,285.89,288,,,
JW Black,Mix,LIQUOR,1,13,13,,,
JW Black,RX,LIQUOR,4,75,76,,,
Jack Daniels,Mix,LIQUOR,83,554.21,622.5,130.31,423.9,492.19
Jack Daniels,DBL,LIQUOR,32,210.5,272,60.8,149.7,211.2
Jack Daniels,Shot,LIQUOR,21,17.5,136.5,17.85,-0.35,118.65
Jack Daniels,RX,LIQUOR,7,76,77,17.85,58.15,59.15
Jack Daniels,Manhattan,LIQUOR,3,39,39,9.3,29.7,29.7
Jack Fire,Shot,LIQUOR,5,35,35,4.8,30.2,30.2
Jaeger Schnitzel,,FOOD,342,7486.84,7548,,,
Jagermeister,Shot,LIQUOR,3,18,18,,,
Jameson,RX,LIQUOR,21,311,315,80.64,230.36,234.36
Jameson,DBL,LIQUOR,13,148.71,156,37.18,111.53,118.82
Jameson,Mix,LIQUOR,18,177.1,180,39.96,137.14,140.04
Jameson,Shot,LIQUOR,22,150,176,28.16,121.84,147.84
Jameson,Manhattan,LIQUOR,1,16,16,4.68,11.32,11.32
Jim Beam Black,Shot,LIQUOR,15,0,122,,,
Jim Beam Black,RX,LIQUOR,8,96,96,,,
Jim Beam Black,DBL,LIQUOR,7,67.94,70,,,
Jim Beam Black,Manhattan,LIQUOR,2,30,30,,,
Jim Beam Black,Mix,LIQUOR,4,17,35,,,
Jumbo Lump Crab Cakes,,FOOD,105,3913.5,3990.5,,,
Jumbo Sea Scallops,,FOOD,409,5505.31,7362,,,
Kahlua,Mix,LIQUOR,2,15,16,,,
Kahlua & Cream,,LIQUOR,3,24,24,,,
Ketel One,Martini,LIQUOR,78,1160.41,1201,,,
Ketel One,Mix,LIQUOR,45,416.02,434.5,,,
Ketel One,RX,LIQUOR,8,112,112,,,
Ketel One,DBL,LIQUOR,9,103.5,103.5,,,
Key Lime,,LIQUOR,205,2289.12,2403,,,
Kids Beef Sliders,,FOOD,64,559.42,577,,,
Kids Brunch,,FOOD,58,793.24,816,,,
Kids Chicken Fingers,,FOOD,152,1291.76,1369,,,
Kids Grilled Cheese,,FOOD,52,446.99,470,,,
Kids Ice Cream,,FOOD,24,93.02,96,,,
Kids Pasta,,FOOD,92,803.73,844,,,
Kids Pizza,,FOOD,43,374.79,387,,,
Knob Creek,RX,LIQUOR,11,162,165,,,
Knob Creek,Manhattan,LIQUOR,9,129.67,153,,,
Lemon Crumb,,FOOD,132,1032.37,1060,,,
Lemon Drop Shot,,LIQUOR,6,39,39,,,
Lemonade,,BEVERAGES,176,502.24,510.4,84.48,417.76,425.92
Lentil Curry,,FOOD,107,1864.91,1944,,,
Lettuce Wraps,,FOOD,314,3683.87,4398,,,
Limoncello Spritz,,LIQUOR,73,828.78,876,,,
Linguine & Clams,,FOOD,84,2823.11,2856,,,
Loaded Fries,,FOOD,5,26.5,26.5,,,
Lobster Roll,,FOOD,309,7278.96,7422,,,
Long Island Ice Tea,,LIQUOR,49,494.56,539,,,
Macallan 12,DBL,LIQUOR,3,54,54,,,
Macallan 12,Shot,LIQUOR,1,13,13,,,
Macallan 18,DBL,LIQUOR,1,60,60,,,
Magnum Bottle,,BANQUETS,17,855.63,935,,,
Mai Tai,,LIQUOR,1,8,8,,,
Makers Mark,RX,LIQUOR,54,783.8,810,,,
Makers Mark,Mix,LIQUOR,16,156.82,161,,,
Makers Mark,Manhattan,LIQUOR,27,443.66,459,,,
Makers Mark,DBL,LIQUOR,7,78.08,84,,,
Makers Mark,Shot,LIQUOR,1,0,8,,,
Mango Vodka,Martini,LIQUOR,2,20,20,,,
Mango Vodka,Shot,LIQUOR,1,6.5,6.5,,,
Mango Vodka,DBL,LIQUOR,1,8.25,8.25,,,
Meat & Cheese Platter,,BANQUETS,3,172.93,210,,,
Meatloaf,,FOOD,247,3895.77,3959,,,
Meatloaf Family Platter,,FOOD,4,163.02,180,,,
Meyers Dark,DBL,LIQUOR,9,63.5,67.5,,,
Meyers Dark,Mix,LIQUOR,2,13,13,,,
Milk,,BEVERAGES,3,9.75,9.75,1.5,8.25,8.25
Mimosa,,GLASS WINE,29,139.19,159.5,,,
Mimosa Jug,,BANQUETS,6,401.04,450,,,
Mozzarella Eggrolls,,FOOD,332,3574.3,3984,,,
Mudslide,,LIQUOR,1,7,7,,,
Mug Club Domestic,,DFT BEER,176,518,562,,,
Mug Club Import / Craft,,DFT BEER,211,1049,1095,,,
New York Steak Salad,,FOOD,209,4264.68,4396,,,
New York Strip Steak,,FOOD,186,5921.46,6092.5,,,
OPEN Food Expo,,FOOD,61,5417.17,5423.17,,,
OPEN Liquor,,LIQUOR,9,41.01,41.01,,,
OPEN Wine,,GLASS WINE,2,56,56,,,
Old Grandad,Mix,LIQUOR,11,67.5,82.5,17.27,50.23,65.23
Onion Petals,,FOOD,87,513.78,533,,,
Open Food Fry,,FOOD,11,35.57,36.25,,,
Open Food Oven,,FOOD,1,18,18,,,
Open Food Pantry,,FOOD,3,8,8,,,
Open Food Sautee,,FOOD,8,69.5,122,,,
Open Hotel,,HOTEL ROOMS,22,8984.33,8984.33,,,
Open Refund,,CATERING DEPOSIT,-3,-83,-83,,,
Orange Juice,,BEVERAGES,69,212.22,213.9,,,
Orange Vodka,Martini,LIQUOR,8,87,87,,,
Orange Vodka,Mix,LIQUOR,18,123,126,,,
Orange Vodka,RX,LIQUOR,1,9,9,,,
PI T-Shirt,,RETAIL,2,30,30,,,
Party Deposit,,CATERING DEPOSIT,27,5605,5605,,,
Patron,Mix,LIQUOR,23,373,382,,,
Patron,Shot,LIQUOR,6,78,78,,,
Patron,RX,LIQUOR,3,61.57,69,,,
Patron,DBL,LIQUOR,3,54,54,,,
Peach Schnapps,Mix,LIQUOR,2,10.79,12,,,
Peach Schnapps,Shot,LIQUOR,1,5.5,5.5,,,
Peanut Butter Mart,,LIQUOR,3,29,30,,,
Peanut Butter Pie,,FOOD,5,40,40,,,
Pecan Pie,,FOOD,116,915.69,928,,,
Pelligrino,,BEVERAGES,28,98,98,,,
Petite Filet,,FOOD,216,6530.25,6594.5,,,
Pina Colada,,LIQUOR,2,17,18,,,
Pineapple Juice,,BEVERAGES,1,3.1,3.1,,,
Pizza Bread,,FOOD,19,122.5,133,,,
Pomegranate Vodka,Mix,LIQUOR,2,15,15,,,
Pomegranate Vodka,DBL,LIQUOR,1,8.25,8.25,,,
Pomegranate Vodka,Martini,LIQUOR,4,40,40,,,
Portobello Burger,,FOOD,117,1756.36,1807.25,,,
Premium Long Island,,LIQUOR,2,29,30,,,
Prepetual,,BTL BEER,3,19.24,21,,,
Pretzels,,FOOD,364,3960.78,4368,,,
Prime Pork Chop,,FOOD,134,3977.77,4020,,,
Prosecco,,GLASS WINE,43,539.25,559,,,
Raspberry Lemon Mart,,LIQUOR,3,20.55,24,,,
Raspberry Tea,,BEVERAGES,156,441.51,452.4,74.88,366.63,377.52
Raspberry Vodka,Mix,LIQUOR,5,29,36,,,
Raspberry Vodka,DBL,LIQUOR,2,16.5,16.5,,,
Raspberry Vodka,Martini,LIQUOR,9,86.75,93,,,
Ricotta Crab Fritters,,FOOD,315,4416.93,5040,,,
Room Charge,,BANQUETS,1,112.03,150,,,
Rootbeer,,BEVERAGES,72,202.63,208.8,34.56,168.07,174.24
Rum Runner,,LIQUOR,3,23,24,,,
Rumple Minze,Shot,LIQUOR,3,12,18,,,
Rusty Nail,,LIQUOR,2,16,16,,,
SP Bronzino,,FOOD,121,2190.52,2266.5,,,
SP Cheese & Soup,,FOOD,170,3762.55,3898,,,
SP Mac & Cheese,,FOOD,146,2427.55,2486,,,
SP Prime Rib,,FOOD,124,2685.12,2751,,,
SP Salad,,FOOD,118,3879.11,3986.5,,,
SP Shrimp Alfredo,,FOOD,238,3718.28,3901,,,
SP Sprouts,,FOOD,70,1109.76,1160,,,
SP Wrap,,FOOD,272,6905.71,7007.5,,,
Sambuca,Shot,LIQUOR,4,26,28,,,
Sambuca,RX,LIQUOR,1,9,9,,,
Sambuca,DBL,LIQUOR,1,6.5,7.5,,,
Sangria,,GLASS WINE,5,49.49,54,,,
Sangria Jug,,BANQUETS,6,433.99,510,,,
Sautéed Liver,,FOOD,7,158.7,161,,,
Sauza,Mix,LIQUOR,66,442.1,465,,,
Sauza,RX,LIQUOR,1,12,12,,,
Seagrams 7,Mix,LIQUOR,8,55,56,8.16,46.84,47.84
Seagrams 7,DBL,LIQUOR,4,30,32,5.04,24.96,26.96
Seagrams VO,Mix,LIQUOR,5,32.5,32.5,6.3,26.2,26.2
Seagrams VO,Manhattan,LIQUOR,21,209.61,220.5,51.24,158.37,169.26
Seagrams VO,RX,LIQUOR,2,19,20,3.84,15.16,16.16
Sex on the Beach,,LIQUOR,1,7,7,,,
Shirley Temple,,BEVERAGES,105,356.03,367.5,50.4,305.63,317.1
Shrimp & Grits,,FOOD,119,2835.39,2856,,,
Shrimp Kabobs,,FOOD,209,3679.34,3762,,,
Side Applesauce,,FOOD,43,43.76,45,,,
Side Baked Pot,,FOOD,31,88.71,93,,,
Side Broccoli,,FOOD,23,78.15,85,,,
Side Caesar Salad,,FOOD,284,1639.18,1698,,,
Side Car,,LIQUOR,1,7.5,7.5,,,
Side Chips,,,15,73.97,75,,,
Side Garden Salad,,FOOD,328,1635.31,1672,,,
Side Garlic Bread,,FOOD,6,30,30,,,
Side Gravy,,,2,1.6,2,,,
Side Loaded Pot,,FOOD,1,5,5,,,
Side Mash,,,12,49,49,,,
Side Pasta,,,2,16,16,,,
Side Rice,,,2,8,8,,,
Side Slaw,,FOOD,12,48,48,,,
Side Spinach,,FOOD,24,74,74,,,
Side Veg,,FOOD,345,56.68,58,,,
Single Room Suite,,HOTEL ROOMS,18,3132,3240,,,
Skrewball,Shot,LIQUOR,31,227.58,232.5,,,
Skrewball,RX,LIQUOR,2,24,24,,,
Skrewball,Mix,LIQUOR,1,8.5,8.5,,,
Sliders,,FOOD,295,3200.15,4139,,,
Sorbet in Cup,,FOOD,10,67.94,70,,,
Soup Du Jour,Cup,FOOD,215,1267.53,1290,,,
Soup Du Jour,Bowl,FOOD,53,358.66,371,,,
Southern Comfort,Mix,LIQUOR,3,21,21,,,
Southern Comfort,RX,LIQUOR,3,20,30,,,
Southern Comfort,Manhattan,LIQUOR,5,58,60,,,
Specialty Ice Cream,,FOOD,29,199.36,203,,,
Sprite,,BEVERAGES,130,371.43,377,57.2,314.23,319.8
Steak & Cake,,FOOD,22,1047.3,1056,,,
Steak Frites,,FOOD,212,4643.41,4876,,,
Steak Tacos,,FOOD,263,2905.75,3419,,,
Stella BTL,,BTL BEER,4,26.2,28,,,
Strawberry Sour,,LIQUOR,78,872.58,882,,,
Street Corn Flat Bread,,FOOD,181,2142.8,2534,,,
Sub Caesar 1st,,FOOD,7,0,0,,,
Sub House 1st,,FOOD,10,0,0,,,
Surf & Turf,,FOOD,3,156,156,,,
Sweet & Spicy Chicken,,FOOD,336,3249.4,4370,,,
Sweet Fries,,FOOD,479,1414.24,1425,,,
Sweet Tea Vodka,Mix,LIQUOR,9,67.5,69.5,,,
Tanqueray,Mix,LIQUOR,125,1138.67,1193.5,,,
Tanqueray,DBL,LIQUOR,8,83,88,,,
Tanqueray,Martini,LIQUOR,11,159.74,166.5,,,
Teriyaki Salmon,,FOOD,195,5161.13,5267,,,
The Smokehouse Burger,,FOOD,364,6450.38,6571.5,,,
The Usual Burger,,FOOD,459,7140.39,7331.75,,,
Tito's,Mix,LIQUOR,259,1999.48,2105,,,
Tito's,DBL,LIQUOR,99,921.65,940.5,,,
Tito's,Martini,LIQUOR,155,2012.06,2085,,,
Tito's,RX,LIQUOR,18,190.89,199,,,
Tito's,Shot,LIQUOR,9,52.5,58.5,,,
Tomato Juice,,BEVERAGES,4,12.4,12.4,,,
Tonic Water,,BEVERAGES,13,37.7,37.7,6.24,31.46,31.46
Turkey Burger,,FOOD,21,258.27,296,,,
Twin Lobster Tails,,FOOD,6,255.5,258,,,
